Publisher_Nintendo,Critic_Count,User_Count,Critic_Score,Year_of_Release,Platform_GB,Platform_NES,User_Score,Platform_X360,Platform_PC,Platform_Wii,Publisher_Other,Genre_Platform,Global_Sales
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,0.21
0,37.0,37.0,68.0,2012.0,0,0,7.2,1,0,0,0,0,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,1,0,0.21
0,22.0,12.0,82.0,2006.0,0,0,8.2,1,0,0,0,0,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,0,0,0.21
0,22.0,0.0,69.0,2007.0,0,0,7.5,1,0,0,0,0,0.21
0,9.0,0.0,40.0,1999.0,0,0,7.5,0,0,0,0,0,0.21
0,21.0,19.0,46.0,2006.0,0,0,5.6,0,0,1,1,0,0.21
0,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,0.21
0,13.0,0.0,64.0,2000.0,0,0,7.5,0,0,0,1,0,0.21
0,44.0,14.0,76.0,2004.0,0,0,8.6,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,1,0,0,1,0,0.21
0,0.0,0.0,71.0,2016.0,0,0,7.5,0,1,0,1,0,0.21
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,1,0,0.21
0,8.0,4.0,61.0,2002.0,0,0,6.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2014.0,0,0,7.5,0,0,0,0,0,0.21
0,15.0,18.0,56.0,2007.0,0,0,8.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,0,0,0.21
0,7.0,8.0,47.0,2002.0,0,0,7.4,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,0,0,0.21
1,69.0,125.0,69.0,2015.0,0,0,7.7,0,0,0,0,0,0.21
0,30.0,118.0,68.0,2013.0,0,0,6.7,1,0,0,0,0,0.21
0,19.0,1509.0,72.0,2004.0,0,0,3.5,0,1,0,1,0,0.21
0,20.0,6.0,76.0,2002.0,0,0,7.5,0,0,0,1,0,0.21
0,5.0,0.0,55.0,2011.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,1,0,0,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,1,1,0,0.21
0,32.0,26.0,83.0,2005.0,0,0,7.5,0,0,0,0,0,0.21
0,4.0,48.0,25.0,2009.0,0,0,3.8,1,0,0,1,0,0.21
0,55.0,6.0,70.0,2004.0,0,0,7.0,0,0,0,0,0,0.21
0,17.0,5.0,60.0,2005.0,0,0,8.6,0,0,0,0,0,0.21
0,37.0,8.0,65.0,2004.0,0,0,7.1,0,0,0,0,0,0.21
0,21.0,16.0,67.0,2005.0,0,0,7.7,0,0,0,0,0,0.21
0,0.0,8.0,71.0,2009.0,0,0,8.9,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2012.0,0,0,7.5,1,0,0,0,0,0.21
0,31.0,55.0,84.0,2005.0,0,0,8.7,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1981.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2013.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2015.0,0,0,7.5,0,0,0,1,0,0.21
0,29.0,17.0,85.0,2004.0,0,0,7.7,0,0,0,1,0,0.21
0,31.0,35.0,76.0,2009.0,0,0,6.2,1,0,0,0,0,0.21
0,18.0,11.0,84.0,2001.0,0,0,7.2,0,0,0,0,0,0.21
0,22.0,13.0,63.0,2005.0,0,0,5.2,0,0,0,0,1,0.21
0,54.0,64.0,71.0,2009.0,0,0,6.4,1,0,0,0,0,0.21
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,1,0,0.21
0,78.0,1381.0,92.0,2012.0,0,0,8.8,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.21
0,4.0,4.0,73.0,2010.0,0,0,7.5,0,0,0,1,0,0.21
0,22.0,10.0,74.0,2007.0,0,0,7.0,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.21
0,12.0,16.0,68.0,2016.0,0,0,7.6,0,0,0,0,0,0.21
0,9.0,10.0,70.0,2006.0,0,0,6.5,0,0,0,0,0,0.21
0,7.0,5.0,26.0,2000.0,0,0,4.0,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,1,0,0,0,0,0.21
0,0.0,0.0,71.0,2013.0,0,0,7.5,1,0,0,0,0,0.21
0,4.0,5.0,63.0,2009.0,0,0,5.8,1,0,0,1,0,0.21
0,43.0,21.0,75.0,2005.0,0,0,8.1,0,0,0,0,0,0.21
0,37.0,61.0,74.0,2013.0,0,0,8.1,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,1,0,0.21
0,46.0,13.0,83.0,2003.0,0,0,7.8,0,0,0,1,1,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,0,0,0.21
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,1,0.21
0,14.0,544.0,74.0,2015.0,0,0,5.9,0,1,0,0,0,0.21
0,12.0,0.0,54.0,2008.0,0,0,7.5,0,0,0,1,0,0.21
0,20.0,22.0,76.0,2002.0,0,0,8.3,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,1,1,0.21
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,1,0,0.21
0,18.0,19.0,78.0,2001.0,0,0,8.2,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,0.21
0,52.0,36.0,83.0,2008.0,0,0,7.8,0,0,0,1,0,0.21
0,5.0,16.0,65.0,2003.0,0,0,8.4,0,0,0,1,0,0.21
0,0.0,4.0,71.0,2007.0,0,0,7.3,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,1,0.21
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,1,0,0.21
0,5.0,46.0,77.0,2016.0,0,0,8.6,0,0,0,1,0,0.21
0,35.0,77.0,72.0,2014.0,0,0,8.4,0,0,0,1,0,0.21
0,9.0,12.0,79.0,2011.0,0,0,7.0,0,0,1,0,0,0.21
0,8.0,15.0,60.0,2007.0,0,0,6.4,0,0,1,1,1,0.21
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,1,0,0,0.21
0,6.0,259.0,83.0,2014.0,0,0,8.4,0,0,0,1,0,0.21
0,51.0,33.0,67.0,2009.0,0,0,7.6,0,0,1,1,0,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,1,1,0,0.21
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.21
0,28.0,20.0,78.0,2008.0,0,0,6.9,0,0,0,0,0,0.21
0,17.0,6.0,63.0,2008.0,0,0,8.0,1,0,0,1,0,0.21
0,5.0,5.0,47.0,2003.0,0,0,4.2,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,1,0,0.21
1,53.0,50.0,69.0,2012.0,0,0,7.4,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2015.0,0,0,7.5,0,0,0,1,0,0.21
0,43.0,35.0,80.0,2009.0,0,0,8.7,0,0,1,1,1,0.21
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.21
0,21.0,11.0,61.0,2008.0,0,0,5.0,0,0,0,0,0,0.21
0,32.0,13.0,43.0,2009.0,0,0,4.8,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,0,1,0.21
0,27.0,13.0,74.0,2010.0,0,0,7.0,0,0,0,0,0,0.21
0,6.0,20.0,37.0,2005.0,0,0,6.4,0,0,0,0,0,0.21
0,16.0,19.0,67.0,2007.0,0,0,7.3,1,0,0,0,0,0.21
0,25.0,49.0,81.0,2002.0,0,0,8.9,0,0,0,1,0,0.21
0,27.0,20.0,64.0,2004.0,0,0,5.3,0,0,0,1,0,0.21
0,17.0,9.0,85.0,2001.0,0,0,8.2,0,0,0,0,0,0.21
0,4.0,16.0,69.0,2008.0,0,0,4.1,0,0,0,0,0,0.21
0,45.0,44.0,38.0,2007.0,0,0,2.9,1,0,0,1,0,0.21
0,56.0,21.0,65.0,2005.0,0,0,7.1,0,0,0,0,0,0.21
0,9.0,53.0,53.0,2014.0,0,0,6.8,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,0,0,0.21
0,11.0,0.0,57.0,2003.0,0,0,7.5,0,0,0,1,1,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,0,0,0.21
0,36.0,102.0,88.0,2002.0,0,0,8.2,0,0,0,0,0,0.21
0,13.0,7.0,79.0,2001.0,0,0,8.7,0,0,0,1,0,0.21
0,22.0,16.0,55.0,2009.0,0,0,6.8,1,0,0,1,0,0.21
0,11.0,9.0,91.0,2002.0,0,0,8.1,0,0,0,0,0,0.21
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.21
0,20.0,46.0,71.0,2013.0,0,0,7.6,0,0,0,1,0,0.21
0,7.0,0.0,51.0,2009.0,0,0,7.5,0,0,0,0,0,0.21
0,5.0,29.0,74.0,2014.0,0,0,7.9,0,0,0,0,0,0.21
0,50.0,34.0,74.0,2011.0,0,0,7.1,0,0,0,0,1,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,7.0,71.0,2010.0,0,0,8.3,1,0,0,1,0,0.21
0,14.0,8.0,64.0,2000.0,0,0,7.9,0,0,0,0,0,0.21
0,34.0,20.0,76.0,2007.0,0,0,8.0,0,0,1,1,0,0.21
0,54.0,23.0,78.0,2005.0,0,0,8.3,0,0,0,1,0,0.21
0,37.0,19.0,40.0,2010.0,0,0,4.7,1,0,0,1,0,0.21
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.21
0,5.0,6.0,81.0,2011.0,0,0,7.7,0,0,1,0,0,0.21
0,7.0,17.0,28.0,2000.0,0,0,2.4,0,0,0,1,0,0.21
0,27.0,26.0,77.0,2016.0,0,0,7.1,0,0,0,1,1,0.21
0,4.0,5.0,53.0,2010.0,0,0,6.6,0,0,1,0,0,0.21
0,11.0,0.0,39.0,2008.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2013.0,0,0,7.5,0,0,0,1,0,0.21
0,33.0,15.0,67.0,2007.0,0,0,7.1,1,0,0,0,0,0.21
0,34.0,19.0,68.0,2009.0,0,0,8.6,1,0,0,1,0,0.21
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,1,0,0.21
0,26.0,8.0,68.0,2005.0,0,0,8.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,0.21
0,40.0,661.0,64.0,2013.0,0,0,6.5,0,1,0,1,0,0.21
0,12.0,12.0,80.0,2002.0,0,0,7.9,0,0,0,0,0,0.21
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,1,0,0.21
0,25.0,14.0,78.0,2005.0,0,0,7.4,0,0,0,0,0,0.21
0,25.0,17.0,89.0,2002.0,0,0,7.8,0,0,0,0,0,0.21
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2006.0,0,0,7.5,0,0,0,0,0,0.21
0,23.0,29.0,82.0,2011.0,0,0,7.9,1,0,0,0,0,0.21
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,1,0,0,0.21
0,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,0,0,0.21
0,16.0,8.0,82.0,2001.0,0,0,7.8,0,0,0,0,0,0.21
0,43.0,427.0,32.0,2015.0,0,0,1.5,0,0,0,0,0,0.21
0,11.0,8.0,79.0,2010.0,0,0,6.6,0,0,0,0,0,0.21
0,16.0,15.0,68.0,2002.0,0,0,8.5,0,0,0,1,0,0.21
0,11.0,8.0,54.0,2011.0,0,0,5.5,0,0,0,0,0,0.21
0,46.0,15.0,69.0,2008.0,0,0,6.5,0,0,0,1,0,0.21
0,41.0,0.0,74.0,2004.0,0,0,7.5,0,0,0,1,0,0.21
0,6.0,18.0,33.0,2002.0,0,0,7.5,0,0,0,1,0,0.21
1,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,0.21
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,0,0,0.21
0,64.0,34.0,61.0,2010.0,0,0,7.0,1,0,0,0,0,0.21
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,1,0,0.21
0,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,0.21
0,11.0,11.0,48.0,2005.0,0,0,6.6,0,0,0,1,0,0.21
0,27.0,9.0,58.0,2003.0,0,0,6.4,0,0,0,0,1,0.21
0,4.0,8.0,55.0,2002.0,0,0,6.9,0,0,0,0,0,0.21
0,35.0,24.0,70.0,2008.0,0,0,7.8,0,0,1,0,0,0.21
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,1,0,0,0.21
0,30.0,102.0,61.0,2013.0,0,0,5.5,0,0,0,1,0,0.21
0,5.0,0.0,75.0,2002.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,1,0,0.2
0,5.0,5.0,40.0,2004.0,0,0,7.8,0,0,0,1,0,0.2
1,0.0,0.0,71.0,2000.0,1,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,0.2
0,33.0,5.0,57.0,2004.0,0,0,4.8,0,0,0,1,0,0.2
0,32.0,49.0,72.0,2016.0,0,0,7.4,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1995.0,0,0,7.5,0,0,0,0,0,0.2
0,28.0,133.0,73.0,2014.0,0,0,7.4,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,1,0,0.2
0,18.0,0.0,78.0,2001.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,1,0,0.2
0,35.0,106.0,71.0,2012.0,0,0,8.2,0,0,0,0,0,0.2
0,31.0,47.0,33.0,2006.0,0,0,5.1,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2015.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,0,0,0.2
0,31.0,17.0,68.0,2005.0,0,0,8.6,0,0,0,0,0,0.2
0,21.0,5.0,76.0,2005.0,0,0,7.2,0,0,0,0,0,0.2
0,33.0,110.0,52.0,2013.0,0,0,5.7,1,0,0,1,0,0.2
0,22.0,280.0,69.0,2003.0,0,0,7.5,0,1,0,1,0,0.2
0,21.0,33.0,89.0,2000.0,0,0,9.1,0,0,0,0,0,0.2
0,33.0,13.0,69.0,2002.0,0,0,8.5,0,0,0,0,0,0.2
0,16.0,18.0,87.0,2006.0,0,0,5.3,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,22.0,71.0,2005.0,0,0,5.4,0,0,0,1,0,0.2
0,13.0,39.0,72.0,2006.0,0,0,2.8,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1994.0,0,0,7.5,0,0,0,1,0,0.2
0,34.0,596.0,74.0,2011.0,0,0,7.4,0,1,0,0,0,0.2
0,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,1,1,0,0.2
0,14.0,4.0,67.0,2006.0,0,0,8.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2016.0,0,0,7.5,0,0,0,0,0,0.2
0,10.0,9.0,51.0,2013.0,0,0,5.3,0,0,0,1,0,0.2
0,0.0,7.0,71.0,2004.0,0,0,8.7,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2005.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.2
0,26.0,88.0,62.0,2015.0,0,0,6.8,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,1,0,0,0,0,0.2
0,9.0,5.0,79.0,2002.0,0,0,7.8,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1994.0,0,0,7.5,0,0,0,1,0,0.2
0,37.0,16.0,63.0,2005.0,0,0,7.3,0,0,0,0,0,0.2
0,34.0,12.0,70.0,2004.0,0,0,8.9,0,0,0,0,1,0.2
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,0.2
0,6.0,15.0,70.0,2006.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,0.2
0,23.0,40.0,64.0,2007.0,0,0,5.9,0,0,0,0,0,0.2
0,19.0,9.0,75.0,2001.0,0,0,7.6,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,0.2
0,44.0,80.0,53.0,2013.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,1,0,0.2
0,16.0,10.0,57.0,2007.0,0,0,6.2,0,0,0,0,0,0.2
0,8.0,40.0,82.0,2003.0,0,0,9.2,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2004.0,0,0,7.5,0,0,0,0,1,0.2
0,0.0,0.0,71.0,2016.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2011.0,0,0,7.5,1,0,0,1,0,0.2
0,0.0,0.0,71.0,2012.0,0,0,7.5,0,0,0,0,0,0.2
0,8.0,5.0,72.0,2003.0,0,0,7.2,0,0,0,0,1,0.2
0,17.0,5.0,90.0,2002.0,0,0,7.6,0,0,0,0,0,0.2
0,38.0,73.0,67.0,2012.0,0,0,7.6,0,0,0,1,0,0.2
0,13.0,9.0,72.0,2011.0,0,0,6.3,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,0,0,0.2
0,22.0,0.0,70.0,2006.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2003.0,0,0,7.5,0,0,0,0,0,0.2
0,16.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,1,1,0,0.2
0,27.0,48.0,52.0,2008.0,0,0,7.0,1,0,0,0,0,0.2
0,6.0,4.0,53.0,2009.0,0,0,5.8,0,0,1,0,0,0.2
0,32.0,7.0,51.0,2005.0,0,0,5.3,0,0,0,0,0,0.2
0,11.0,0.0,79.0,2001.0,0,0,7.5,0,0,0,0,0,0.2
0,10.0,296.0,81.0,2015.0,0,0,4.4,0,1,0,0,0,0.2
0,0.0,7.0,71.0,2014.0,0,0,6.4,1,0,0,0,0,0.2
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2016.0,0,0,7.5,0,0,0,0,0,0.2
0,14.0,88.0,36.0,2013.0,0,0,3.1,0,0,0,0,0,0.2
0,45.0,21.0,36.0,2010.0,0,0,3.7,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,1,0,0.2
0,33.0,19.0,63.0,2010.0,0,0,7.2,1,0,0,1,0,0.2
0,8.0,29.0,73.0,2016.0,0,0,7.3,0,0,0,0,0,0.2
0,24.0,4.0,68.0,2007.0,0,0,4.5,0,0,0,1,0,0.2
0,49.0,178.0,87.0,2016.0,0,0,8.2,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,1,0,0.2
0,20.0,11.0,70.0,2004.0,0,0,8.6,0,0,0,0,1,0.2
0,33.0,4.0,57.0,2010.0,0,0,4.8,1,0,0,0,0,0.2
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,0,0,0.2
0,25.0,15.0,65.0,2009.0,0,0,7.3,0,0,1,0,0,0.2
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2008.0,0,0,7.5,1,0,0,1,0,0.2
0,13.0,10.0,62.0,2008.0,0,0,6.6,0,0,0,1,0,0.2
0,18.0,9.0,82.0,2003.0,0,0,9.0,0,0,0,0,0,0.2
0,9.0,5.0,43.0,2007.0,0,0,6.4,1,0,0,0,0,0.2
0,46.0,61.0,75.0,2009.0,0,0,9.0,0,0,0,0,0,0.2
0,16.0,0.0,45.0,2003.0,0,0,7.5,0,0,0,0,0,0.2
0,31.0,6.0,72.0,2005.0,0,0,6.0,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,0,1,0.2
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1997.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1998.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,0,1,0.2
0,0.0,0.0,71.0,2000.0,0,0,7.5,0,0,0,1,0,0.2
0,24.0,5.0,68.0,2006.0,0,0,7.0,0,0,0,0,0,0.2
0,31.0,315.0,76.0,2011.0,0,0,6.5,0,1,0,1,0,0.2
0,5.0,7.0,40.0,2003.0,0,0,7.4,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,0,0,0.2
0,12.0,128.0,86.0,2013.0,0,0,7.7,0,0,0,1,0,0.2
0,34.0,52.0,60.0,2007.0,0,0,7.1,0,0,0,1,0,0.2
1,42.0,39.0,64.0,2012.0,0,0,5.9,0,0,0,0,0,0.2
0,7.0,9.0,65.0,2009.0,0,0,6.7,0,0,0,0,0,0.2
0,14.0,0.0,68.0,2009.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2011.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2002.0,0,0,7.5,0,0,0,1,0,0.2
0,5.0,0.0,37.0,2008.0,0,0,7.5,0,0,0,1,0,0.2
0,7.0,0.0,60.0,2005.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1999.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.2
0,52.0,24.0,58.0,2010.0,0,0,6.1,1,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,1,1,0,0.2
0,16.0,0.0,75.0,2002.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,1,0,0,1,0,0.2
0,34.0,12.0,71.0,2005.0,0,0,8.8,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2014.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,1994.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2009.0,0,0,7.5,0,0,0,0,0,0.2
0,17.0,12.0,66.0,2010.0,0,0,6.1,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2013.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,1,0,0,0.2
0,0.0,0.0,71.0,2010.0,0,0,7.5,0,0,0,1,0,0.2
0,40.0,1295.0,75.0,2015.0,0,0,7.9,0,1,0,1,0,0.2
0,0.0,0.0,71.0,2007.0,0,0,7.5,0,0,0,1,0,0.2
0,0.0,0.0,71.0,2008.0,0,0,7.5,0,0,0,1,0,0.2
0,17.0,57.0,90.0,2000.0,0,0,8.8,0,0,0,0,0,0.2
0,0.0,0.0,71.0,1996.0,0,0,7.5,0,0,0,0,0,0.2
0,65.0,28.0,74.0,2005.0,0,0,7.1,1,0,0,0,0,0.2
0,28.0,0.0,67.0,2004.0,0,0,7.5,0,0,0,0,0,0.2
0,24.0,0.0,77.0,2004.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,0.0,71.0,2013.0,0,0,7.5,0,0,0,0,0,0.2
0,0.0,5.0,71.0,2008.0,0,0,8.8,0,0,0,0,0,0.2
0,20.0,10.0,53.0,2005.0,0,0,7.0,0,0,0,0,0,0.2
0,21.0,20.0,75.0,2012.0,0,0,8.8,1,0,0,0,0,0.2
0,7.0,35.0,71.0,2008.0,0,0,7.0,1,0,0,1,0,0.2
0,27.0,22.0,78.0,2003.0,0,0,8.0,0,0,0,0,0,0.2
